Farm_ID,Current_Crop,Farm_Area(acres),Irrigation_Type,Soil_Type,Season,Previous_Crop_1,Previous_Crop_2,Previous_Crop_3,Rotation_Health_Score,Fertilizer_Used(tons),Pesticide_Used(kg),Water_Usage(cubic meters),Yield(tons),Organic_Matter_Content(%),Soil_pH,Chemical_Free_Days,Sustainability_Score,Fertilizer_Category,Pesticide_Category,Current_Fertilizer,Current_Pesticide,Sustainable_Recommendations
F3592,Sugarcane,344.63,Sprinkler,Sandy,Rabi,Wheat,Sugarcane,Soybean,62.5,7.05,3.09,76552.18,108.99,3.71,5.66,0,28.82,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3593,Maize,452.75,Rain-fed,Silty,Kharif,Wheat,Soybean,Maize,62.5,6.83,3.11,43854.22,138.04,2.24,6.56,188,37.3,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F3594,Soybean,330.04,Sprinkler,Loamy,Kharif,Soybean,Wheat,Rice,72.5,4.42,4.61,67569.75,66.5,1.74,7.04,316,30.1,Organic,Chemical,Bio-fertilizer,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3595,Barley,176.18,Manual,Silty,Zaid,Maize,Barley,Maize,35.0,2.19,2.32,35806.54,38.02,3.77,5.89,288,60.76,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3596,Soybean,244.17,Flood,Clay,Kharif,Wheat,Rice,Wheat,62.5,6.78,2.15,75893.0,60.44,2.79,7.25,112,37.58,Organic,Chemical,Vermicompost,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3597,Carrot,123.25,Drip,Sandy,Kharif,Maize,Wheat,Carrot,52.5,2.0,1.83,15423.92,52.82,1.99,7.22,202,73.55,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3598,Potato,141.89,Sprinkler,Peaty,Kharif,Soybean,Soybean,Wheat,72.5,5.12,1.13,31374.41,44.12,3.05,5.84,264,63.65,Chemical,Organic,Urea,Biological Control,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F3599,Wheat,410.02,Drip,Loamy,Zaid,Wheat,Rice,Potato,52.5,4.93,4.45,67218.86,90.46,3.27,5.87,237,29.19,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3600,Maize,157.55,Rain-fed,Clay,Zaid,Maize,Soybean,Wheat,62.5,3.1,2.14,17828.23,46.63,4.79,5.59,213,65.88,Chemical,Organic,Urea,Herbal Pesticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3601,Rice,411.62,Rain-fed,Silty,Kharif,Wheat,Wheat,Rice,35.0,7.17,5.0,45413.19,117.49,3.49,5.77,117,24.32,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F3602,Barley,270.51,Manual,Peaty,Kharif,Barley,Potato,Soybean,62.5,5.25,3.68,56875.59,50.01,4.74,7.28,135,34.38,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F3603,Wheat,373.37,Sprinkler,Peaty,Zaid,Soybean,Soybean,Wheat,55.0,5.75,3.69,64765.81,67.46,1.94,7.01,54,31.09,Chemical,Chemical,MOP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F3604,Barley,70.03,Sprinkler,Loamy,Kharif,Soybean,Barley,Barley,45.0,2.2,1.3,13495.67,18.0,1.47,5.73,111,78.03,Mixed,Chemical,DAP + Vermicompost,Synthetic Insecticides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3605,Tomato,77.0,Sprinkler,Sandy,Zaid,Soybean,Tomato,Maize,62.5,1.84,1.36,16285.6,27.31,2.24,7.22,251,77.66,Mixed,Mixed,DAP + Vermicompost,Limited Chemical + Neem,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3606,Rice,188.97,Drip,Clay,Rabi,Maize,Legumes,Legumes,72.5,4.99,1.92,27176.37,42.1,4.24,7.03,15,58.72,Organic,Chemical,Bio-fertilizer,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3607,Barley,113.37,Rain-fed,Loamy,Kharif,Potato,Barley,Soybean,62.5,2.07,1.44,11614.4,28.83,1.76,6.77,106,77.77,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F3608,Sugarcane,97.11,Manual,Sandy,Kharif,Soybean,Sugarcane,Potato,62.5,2.63,0.65,19830.73,29.73,2.7,6.47,23,79.95,Chemical,Mixed,NPK,Limited Chemical + Neem,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F3609,Wheat,121.31,Manual,Peaty,Kharif,Rice,Rice,Wheat,35.0,2.03,0.88,30593.31,25.3,2.38,7.21,332,76.46,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F3610,Potato,200.67,Drip,Silty,Rabi,Maize,Wheat,Wheat,52.5,2.4,1.57,26653.02,42.21,4.72,6.21,329,70.33,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F3611,Cotton,459.8,Drip,Silty,Kharif,Cotton,Soybean,Soybean,55.0,9.69,3.07,79893.32,65.24,2.8,6.73,208,23.39,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3612,Wheat,188.29,Flood,Silty,Kharif,Rice,Wheat,Wheat,35.0,5.02,2.11,56190.75,51.26,2.5,7.4,14,47.47,Organic,Chemical,Bio-fertilizer,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3613,Sugarcane,19.94,Rain-fed,Peaty,Rabi,Sugarcane,Sugarcane,Potato,35.0,0.6,0.56,1873.45,6.52,1.89,5.81,6,94.0,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3614,Sugarcane,327.3,Manual,Sandy,Kharif,Potato,Potato,Potato,35.0,9.36,2.93,68540.45,160.62,4.24,6.6,93,27.44,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3615,Wheat,200.49,Manual,Peaty,Rabi,Rice,Potato,Potato,52.5,2.53,1.93,41212.62,42.87,1.35,7.18,126,61.58,Mixed,Chemical,Urea + Compost,Chemical Herbicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3616,Soybean,488.99,Flood,Clay,Rabi,Rice,Rice,Maize,62.5,10.0,3.4,119916.31,85.03,3.05,6.9,230,14.68,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F3617,Soybean,228.41,Manual,Loamy,Kharif,Wheat,Rice,Rice,62.5,5.06,0.68,48141.55,55.3,4.34,6.14,125,62.07,Chemical,Mixed,NPK,Limited Chemical + Neem,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F3618,Rice,26.12,Sprinkler,Peaty,Rabi,Rice,Rice,Wheat,35.0,1.45,0.1,5225.44,7.66,1.77,6.92,38,93.75,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3619,Wheat,320.89,Drip,Loamy,Kharif,Soybean,Wheat,Wheat,45.0,5.82,3.54,41650.6,85.77,1.15,6.74,20,37.85,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3620,Maize,269.7,Flood,Silty,Rabi,Maize,Maize,Soybean,45.0,3.87,2.91,72648.08,121.82,4.7,7.06,11,40.62,Chemical,Organic,NPK,Neem Extract,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3621,Tomato,441.56,Flood,Clay,Kharif,Soybean,Maize,Maize,62.5,10.0,2.87,131795.0,251.46,2.84,5.96,158,17.66,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F3622,Carrot,316.58,Rain-fed,Loamy,Zaid,Maize,Carrot,Soybean,62.5,8.81,3.44,28443.17,138.69,2.78,5.8,30,36.32,Chemical,Organic,DAP,Herbal Pesticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F3623,Sugarcane,152.22,Sprinkler,Sandy,Rabi,Potato,Soybean,Potato,62.5,4.55,0.95,27720.83,60.53,1.94,7.44,24,68.39,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F3624,Sugarcane,245.17,Rain-fed,Sandy,Zaid,Potato,Sugarcane,Soybean,62.5,6.11,2.23,21654.89,123.13,1.24,6.91,337,54.16,Organic,Chemical,Green Manure,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3625,Cotton,131.85,Flood,Silty,Rabi,Maize,Maize,Cotton,35.0,3.78,0.51,41950.09,16.13,3.24,6.19,113,69.67,Mixed,Chemical,Urea + Compost,Chemical Herbicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3626,Cotton,185.09,Flood,Silty,Zaid,Wheat,Soybean,Soybean,72.5,4.3,1.22,45269.58,34.38,2.08,5.68,203,60.6,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F3627,Rice,220.16,Rain-fed,Clay,Zaid,Legumes,Maize,Wheat,80.0,5.75,2.65,26132.76,59.55,1.11,5.89,53,50.04,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F3628,Carrot,265.06,Manual,Silty,Zaid,Maize,Maize,Wheat,52.5,8.12,1.87,63405.7,82.49,1.46,7.14,13,40.17,Chemical,Chemical,MOP,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F3629,Tomato,487.91,Sprinkler,Sandy,Zaid,Soybean,Tomato,Maize,62.5,10.0,4.95,110969.35,282.2,2.28,6.47,131,7.79,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3630,Maize,309.76,Flood,Peaty,Kharif,Wheat,Wheat,Potato,52.5,7.73,4.27,111287.29,96.96,4.59,5.99,198,15.56,Organic,Chemical,Green Manure,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3631,Barley,251.34,Drip,Peaty,Rabi,Potato,Barley,Potato,35.0,3.05,1.68,32451.98,38.99,3.68,5.71,231,65.14,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F3632,Cotton,65.94,Sprinkler,Clay,Kharif,Wheat,Cotton,Cotton,35.0,1.28,0.26,15809.62,7.4,3.95,6.96,260,89.03,Chemical,Organic,NPK,Biological Control,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F3633,Tomato,497.7,Sprinkler,Loamy,Kharif,Tomato,Tomato,Soybean,45.0,7.03,3.29,108283.53,181.94,3.15,6.41,326,23.08,Organic,Chemical,Compost,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3634,Sugarcane,352.31,Flood,Silty,Rabi,Sugarcane,Potato,Wheat,52.5,5.92,5.0,95741.2,120.86,2.12,6.79,160,17.04,Chemical,Organic,DAP,Neem Extract,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F3635,Maize,62.29,Drip,Sandy,Rabi,Potato,Wheat,Wheat,52.5,1.94,0.12,10304.34,15.91,2.21,6.69,149,89.63,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F3636,Maize,123.13,Rain-fed,Peaty,Zaid,Potato,Soybean,Wheat,80.0,1.64,1.41,10933.79,43.88,3.22,7.24,94,79.76,Mixed,Mixed,Urea + Compost,Limited Chemical + Neem,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3637,Wheat,391.46,Manual,Silty,Zaid,Potato,Soybean,Soybean,72.5,10.0,3.15,83821.05,98.95,4.64,7.47,76,20.17,Chemical,Mixed,Urea,Limited Chemical + Neem,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F3638,Sugarcane,361.55,Flood,Clay,Kharif,Sugarcane,Wheat,Potato,52.5,5.0,2.25,125732.31,172.65,2.09,5.66,177,35.7,Mixed,Chemical,NPK + Bio-fertilizer,Synthetic Insecticides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3639,Sugarcane,454.69,Manual,Clay,Rabi,Wheat,Potato,Soybean,80.0,10.0,5.0,97037.4,204.08,2.77,6.74,71,7.22,Mixed,Chemical,NPK + Bio-fertilizer,Synthetic Insecticides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3640,Wheat,322.64,Sprinkler,Clay,Kharif,Wheat,Potato,Potato,35.0,5.16,1.97,67245.08,73.56,1.91,5.72,42,45.76,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F3641,Carrot,127.77,Flood,Peaty,Zaid,Maize,Carrot,Carrot,35.0,3.57,2.18,32839.11,47.12,4.86,6.71,56,58.78,Organic,Chemical,Bio-fertilizer,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3642,Cotton,209.95,Flood,Silty,Rabi,Maize,Wheat,Wheat,52.5,1.19,2.11,61669.77,35.24,4.34,5.82,69,58.84,Chemical,Chemical,MOP,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F3643,Barley,425.47,Sprinkler,Clay,Rabi,Potato,Potato,Barley,35.0,10.0,4.42,96256.53,69.64,1.81,6.17,240,11.46,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3644,Sugarcane,27.24,Rain-fed,Clay,Rabi,Wheat,Sugarcane,Wheat,35.0,0.5,0.17,2931.96,7.94,2.97,6.89,139,97.48,Organic,Chemical,Bio-fertilizer,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3645,Wheat,137.2,Drip,Sandy,Zaid,Rice,Rice,Wheat,35.0,1.81,1.17,22475.31,31.63,1.86,7.12,247,77.44,Mixed,Chemical,DAP + Vermicompost,Chemical Herbicides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3646,Soybean,54.61,Rain-fed,Clay,Kharif,Soybean,Soybean,Soybean,57.5,1.2,0.42,6512.48,10.41,2.63,7.4,333,91.3,Organic,Organic,Green Manure,Neem Extract,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3647,Maize,486.96,Flood,Clay,Zaid,Soybean,Maize,Maize,45.0,10.0,5.0,145220.97,129.46,4.2,5.99,60,3.74,Chemical,Mixed,DAP,Limited Chemical + Neem,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F3648,Maize,279.76,Flood,Silty,Kharif,Soybean,Potato,Wheat,80.0,3.13,2.75,95748.3,90.91,4.49,5.75,306,40.19,Mixed,Chemical,DAP + Vermicompost,Chemical Fungicides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3649,Wheat,27.85,Manual,Clay,Zaid,Potato,Potato,Wheat,35.0,0.5,0.82,8348.58,8.39,3.31,5.51,225,90.21,Chemical,Organic,MOP,Herbal Pesticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F3650,Rice,78.0,Manual,Clay,Rabi,Maize,Rice,Rice,35.0,1.89,1.06,16451.17,25.57,2.71,7.4,271,80.09,Organic,Organic,Vermicompost,Biological Control,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3651,Soybean,34.64,Flood,Clay,Rabi,Rice,Maize,Maize,62.5,0.97,0.22,8675.1,5.21,4.88,6.79,286,92.98,Mixed,Mixed,DAP + Vermicompost,Integrated Pest Management,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3652,Potato,190.39,Rain-fed,Loamy,Rabi,Potato,Wheat,Potato,35.0,2.26,1.92,19788.46,41.04,2.24,6.89,317,70.18,Chemical,Chemical,MOP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3653,Potato,324.91,Drip,Peaty,Rabi,Wheat,Wheat,Soybean,62.5,4.38,4.3,55367.31,83.44,2.64,6.62,181,34.14,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F3654,Cotton,410.46,Flood,Sandy,Kharif,Wheat,Cotton,Wheat,35.0,4.45,3.77,111692.3,52.45,1.57,6.71,13,27.19,Mixed,Chemical,DAP + Vermicompost,Synthetic Insecticides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3655,Maize,46.1,Manual,Clay,Kharif,Maize,Wheat,Soybean,62.5,0.78,0.5,9731.0,11.73,4.29,5.86,87,91.11,Mixed,Chemical,NPK + Bio-fertilizer,Chemical Herbicides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3656,Tomato,331.8,Sprinkler,Peaty,Rabi,Tomato,Soybean,Tomato,45.0,6.04,2.7,66115.84,107.73,3.02,7.23,19,36.75,Organic,Chemical,Compost,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3657,Wheat,488.85,Manual,Peaty,Kharif,Soybean,Rice,Potato,80.0,7.02,4.78,125368.32,93.85,4.39,7.37,195,14.06,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F3658,Maize,190.47,Flood,Loamy,Kharif,Soybean,Maize,Potato,62.5,3.81,1.31,48601.8,54.85,2.23,6.06,310,60.42,Chemical,Mixed,NPK,Limited Chemical + Neem,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3659,Potato,464.4,Manual,Loamy,Zaid,Wheat,Maize,Wheat,52.5,8.17,3.26,106450.22,118.38,1.56,6.78,54,21.16,Chemical,Mixed,Urea,Integrated Pest Management,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F3660,Tomato,385.97,Drip,Silty,Rabi,Tomato,Soybean,Wheat,62.5,8.61,5.0,60516.8,170.0,3.37,6.17,341,17.56,Chemical,Mixed,DAP,Integrated Pest Management,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F3661,Potato,50.12,Manual,Clay,Rabi,Wheat,Soybean,Soybean,72.5,0.5,0.2,12450.26,13.39,3.15,7.0,342,93.81,Mixed,Chemical,DAP + Vermicompost,Chemical Herbicides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3662,Cotton,381.36,Sprinkler,Clay,Kharif,Wheat,Maize,Wheat,52.5,4.45,3.51,84028.16,53.05,2.06,6.14,249,31.97,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3663,Potato,344.16,Manual,Sandy,Zaid,Maize,Potato,Potato,35.0,2.54,3.6,77435.47,95.44,1.08,7.24,230,38.92,Organic,Chemical,Compost,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3664,Carrot,270.1,Rain-fed,Peaty,Kharif,Soybean,Maize,Soybean,72.5,5.54,2.79,23087.12,91.61,3.04,6.1,126,50.46,Chemical,Chemical,MOP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F3665,Soybean,193.54,Rain-fed,Peaty,Kharif,Rice,Wheat,Maize,80.0,2.79,1.42,16946.68,48.89,2.75,6.43,278,73.52,Organic,Mixed,Green Manure,Limited Chemical + Neem,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3666,Maize,78.97,Flood,Peaty,Rabi,Maize,Soybean,Soybean,55.0,0.64,1.31,19204.66,33.51,1.77,6.67,156,81.06,Mixed,Chemical,DAP + Vermicompost,Synthetic Insecticides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3667,Sugarcane,267.37,Drip,Silty,Zaid,Sugarcane,Soybean,Sugarcane,45.0,5.44,3.8,47399.22,99.79,1.94,6.49,323,35.44,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F3668,Maize,30.61,Drip,Peaty,Rabi,Wheat,Potato,Maize,52.5,1.62,0.1,4883.51,8.41,3.96,6.74,230,93.38,Organic,Chemical,Vermicompost,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3669,Barley,19.61,Rain-fed,Loamy,Kharif,Potato,Barley,Potato,35.0,0.56,0.45,2304.5,4.85,1.44,6.56,338,94.82,Mixed,Chemical,Urea + Compost,Chemical Fungicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3670,Sugarcane,468.55,Drip,Silty,Rabi,Soybean,Potato,Wheat,80.0,10.0,4.54,80800.6,134.67,4.65,6.28,343,13.1,Chemical,Organic,Urea,Herbal Pesticides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3671,Wheat,327.99,Sprinkler,Loamy,Kharif,Soybean,Wheat,Soybean,55.0,5.23,3.65,67654.59,74.92,2.76,7.13,57,32.2,Chemical,Chemical,Urea,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F3672,Carrot,385.35,Drip,Loamy,Kharif,Carrot,Maize,Maize,35.0,10.0,2.97,64506.66,111.74,4.84,5.52,294,25.78,Mixed,Mixed,Urea + Compost,Limited Chemical + Neem,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3673,Sugarcane,68.56,Drip,Sandy,Rabi,Wheat,Sugarcane,Potato,52.5,1.06,0.15,11541.27,30.33,2.06,6.7,352,91.97,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F3674,Wheat,493.5,Flood,Sandy,Kharif,Wheat,Soybean,Soybean,55.0,10.0,2.69,140883.81,119.11,2.65,6.56,94,18.72,Mixed,Chemical,Urea + Compost,Chemical Herbicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3675,Barley,111.39,Rain-fed,Clay,Rabi,Barley,Maize,Barley,35.0,3.75,1.6,10706.87,15.73,3.01,7.25,1,71.1,Mixed,Organic,NPK + Bio-fertilizer,Neem Extract,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3676,Tomato,437.42,Rain-fed,Peaty,Zaid,Tomato,Maize,Maize,35.0,8.29,4.71,41260.54,216.97,3.94,6.43,10,26.35,Organic,Chemical,Compost,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3677,Barley,51.59,Manual,Loamy,Kharif,Potato,Potato,Potato,35.0,1.31,0.4,13934.51,9.08,2.31,6.2,251,88.48,Organic,Chemical,Vermicompost,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F3678,Wheat,135.63,Manual,Silty,Rabi,Wheat,Soybean,Rice,62.5,3.54,1.45,39928.0,43.05,4.08,5.9,73,62.74,Organic,Chemical,Compost,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
